source,target,similarity
Brent,Islington,0.36152622949622043
Brent,Kensington and Chelsea,0.49432656082258386
Brent,Kingston upon Thames,-0.6334988729897248
Brent,Lambeth,0.6097959854616154
Brent,Lewisham,0.19963921069762464
Brent,Merton,-0.8052027462301288
Brent,Newham,0.9568089744734986
Brent,Redbridge,-0.4222875716967827
Brent,Richmond upon Thames,-0.99711231580962
Brent,Southwark,0.4579909510119137
Brent,Sutton,-0.5194966045055465
Brent,Tower Hamlets,0.4823777322384571
Brent,Waltham Forest,0.2808306463871188
Brent,Wandsworth,0.5889193652845541
Brent,Westminster,0.5031501782929041
Bromley,Camden,-0.8729304193559767
Bromley,City of London,-0.3889794587679371
Bromley,Croydon,0.9468570216715183
Bromley,Ealing,-0.032916331706898734
Bromley,Enfield,0.9474128817846117
Bromley,Greenwich,0.9515507285273285
Bromley,Hackney,-0.9665615797825391
Bromley,Hammersmith and Fulham,-0.9821692670912836
Bromley,Haringey,-0.21763635223965214
Bromley,Harrow,0.8467112803030297
Bromley,Havering,0.9953018171125204
Bromley,Hillingdon,0.9145426659884004
Bromley,Hounslow,0.9695873299546901
Bromley,Islington,-0.9228259256653207
Bromley,Kensington and Chelsea,-0.8546680638674712
Bromley,Kingston upon Thames,0.9367133448238857
Bromley,Lambeth,-0.9687747384778518
Bromley,Lewisham,-0.14757396178456433
Bromley,Merton,0.8798572441725934
Bromley,Newham,-0.6705421668241937
Bromley,Redbridge,0.9218481197617554
Bromley,Richmond upon Thames,0.7336620767255084
Bromley,Southwark,-0.9589272561072946
Bromley,Sutton,0.9371134285341157
Bromley,Tower Hamlets,-0.9505639298890856
Bromley,Waltham Forest,0.3054183596667668
Bromley,Wandsworth,-0.989148805319073
Bromley,Westminster,-0.9094895525440162
Camden,City of London,0.7711273723888636
Camden,Croydon,-0.9674326093426814
Camden,Ealing,-0.36069068384994296
Camden,Enfield,-0.9826433992363267
Camden,Greenwich,-0.9715495943210681
Camden,Hackney,0.8726538644084887
Camden,Hammersmith and Fulham,0.9490445204220497
Camden,Haringey,0.014993635743894564
Camden,Harrow,-0.8967617448659596
Camden,Havering,-0.8775316404415715
Camden,Hillingdon,-0.936140301013751
Camden,Hounslow,-0.919915108214723
Camden,Islington,0.937074341902481
Camden,Kensington and Chelsea,0.9810400172090277
Camden,Kingston upon Thames,-0.9598357305449786
Camden,Lambeth,0.7782788484352793
Camden,Lewisham,-0.2935798188106458
Camden,Merton,-0.840432585890311
Camden,Newham,0.2725373948241761
Camden,Redbridge,-0.9887579316268733
Camden,Richmond upon Thames,-0.45965069245689305
Camden,Southwark,0.9113405842686182
Camden,Sutton,-0.9872784560281552
Camden,Tower Hamlets,0.9766450274871192
Camden,Waltham Forest,-0.7256246115813739
Camden,Wandsworth,0.9278671732488346
Camden,Westminster,0.9921949426391372
City of London,Croydon,-0.6602030137565732
City of London,Ealing,-0.8479751904206548
City of London,Enfield,-0.6572944125926765
City of London,Greenwich,-0.5985577584870628
City of London,Hackney,0.4925359428953875
City of London,Hammersmith and Fulham,0.5469573878708629
City of London,Haringey,0.0006684373716775333
City of London,Harrow,-0.7238729025029733
City of London,Havering,-0.4273950096761412
City of London,Hillingdon,-0.6800585490416227
City of London,Hounslow,-0.5600598970967909
City of London,Islington,0.6681777019752883
City of London,Kensington and Chelsea,0.7087402753232238
City of London,Kingston upon Thames,-0.5722506328325399
City of London,Lambeth,0.3075460629860989
City of London,Lewisham,-0.5856978613587138
City of London,Merton,-0.35744131781648114
City of London,Newham,-0.40232671030914346
City of London,Redbridge,-0.7151292637804879
City of London,Richmond upon Thames,0.18886656177811503
City of London,Southwark,0.5691969074674079
City of London,Sutton,-0.6615881481631731
City of London,Tower Hamlets,0.6556467841352788
City of London,Waltham Forest,-0.9887987367267803
City of London,Wandsworth,0.5181240389528335
City of London,Westminster,0.690846883212563
Croydon,Ealing,0.2845398194169872
Croydon,Enfield,0.9928118018381877
Croydon,Greenwich,0.9694705487445431
Croydon,Hackney,-0.9676423926896404
Croydon,Hammersmith and Fulham,-0.9835116015230961
Croydon,Haringey,-0.23101969620957927
Croydon,Harrow,0.9548946282368301
Croydon,Havering,0.9610363583970803
Croydon,Hillingdon,0.9885208904274316
Croydon,Hounslow,0.9888977594054672
Croydon,Islington,-0.9906065465081364
Croydon,Kensington and Chelsea,-0.9209139215532404
Croydon,Kingston upon Thames,0.9436048082457779
Croydon,Lambeth,-0.9065496163379543
Croydon,Lewisham,0.04263710025062918
Croydon,Merton,0.812012862861302
Croydon,Newham,-0.39688563052868947
Croydon,Redbridge,0.9943736799237624
Croydon,Richmond upon Thames,0.5069913588628995
Croydon,Southwark,-0.9858245094387823
Croydon,Sutton,0.9820866286782766
Croydon,Tower Hamlets,-0.9977732190990608
Croydon,Waltham Forest,0.5816501018621401
Croydon,Wandsworth,-0.9838390081226602
Croydon,Westminster,-0.9661537388360132
Ealing,Enfield,0.23882886201488945
Ealing,Greenwich,0.13583291143669177
Ealing,Hackney,-0.16554350093537556
Ealing,Hammersmith and Fulham,-0.11455573308249091
Ealing,Haringey,-0.252432071525916
Ealing,Harrow,0.48428681510241034
Ealing,Havering,0.038711159147008185
Ealing,Hillingdon,0.36950621889082313
Ealing,Hounslow,0.20437352959078156
Ealing,Islington,-0.3503099140829915
Ealing,Kensington and Chelsea,-0.2398138837104211
Ealing,Kingston upon Thames,0.08504746151439763
Ealing,Lambeth,0.018337846255338065
Ealing,Lewisham,0.4085263254292336
Ealing,Merton,-0.18206225985518992
Ealing,Newham,0.7583316654387713
Ealing,Redbridge,0.3241469289827663
Ealing,Richmond upon Thames,-0.6625174703950955
Ealing,Southwark,-0.2338982624028216
Ealing,Sutton,0.22307211086165724
Ealing,Tower Hamlets,-0.2548065085903766
Ealing,Waltham Forest,0.8290439679422053
Ealing,Wandsworth,-0.11159181472665224
Ealing,Westminster,-0.24191095729501275
Enfield,Greenwich,0.9909542591102207
Enfield,Hackney,-0.941017934595095
Enfield,Hammersmith and Fulham,-0.9903336847126927
Enfield,Haringey,-0.11498186748766413
Enfield,Harrow,0.9160716427984902
Enfield,Havering,0.9510854271603019
Enfield,Hillingdon,0.9639619408630279
Enfield,Hounslow,0.9716115277322164
Enfield,Islington,-0.9673258461923159
Enfield,Kensington and Chelsea,-0.9584130182918205
Enfield,Kingston upon Thames,0.9754405989616243
Enfield,Lambeth,-0.879026892239381
Enfield,Lewisham,0.12416174672373852
Enfield,Merton,0.8693700721344133
Enfield,Newham,-0.42120596966481666
Enfield,Redbridge,0.9959836037484265
Enfield,Richmond upon Thames,0.562305442539289
Enfield,Southwark,-0.9631795241320091
Enfield,Sutton,0.9975194701250748
Enfield,Tower Hamlets,-0.9985569473729035
Enfield,Waltham Forest,0.5932392822748327
Enfield,Wandsworth,-0.9808958648002333
Enfield,Westminster,-0.9890731386740892
Greenwich,Hackney,-0.910542977990178
Greenwich,Hammersmith and Fulham,-0.9894142743274447
Greenwich,Haringey,-0.007766466851705601
Greenwich,Harrow,0.8544552903506427
Greenwich,Havering,0.9421979944232476
Greenwich,Hillingdon,0.9213001800684467
Greenwich,Hounslow,0.9458165399360932
Greenwich,Islington,-0.9269653900568111
Greenwich,Kensington and Chelsea,-0.9728179274662612
Greenwich,Kingston upon Thames,0.9959596642330204
Greenwich,Lambeth,-0.8602245376443094
Greenwich,Lewisham,0.16008199316138347
Greenwich,Merton,0.9276911156882587
Greenwich,Newham,-0.492200352868383
Greenwich,Redbridge,0.9768067752373681
Greenwich,Richmond upon Thames,0.651136081154459
Greenwich,Southwark,-0.9312003765445549
Greenwich,Sutton,0.9959526385048062
Greenwich,Tower Hamlets,-0.9834428867125431
Greenwich,Waltham Forest,0.5469660021866332
Greenwich,Wandsworth,-0.9725653172762789
Greenwich,Westminster,-0.9920404244988692
Hackney,Hammersmith and Fulham,0.9591671092736027
Hackney,Haringey,0.41557129413946375
Hackney,Harrow,-0.943005954911109
Hackney,Havering,-0.9868202272535487
Hackney,Hillingdon,-0.9729334294264057
Hackney,Hounslow,-0.994206983350559
Hackney,Islington,0.9765986453296811
Hackney,Kensington and Chelsea,0.8062905846575315
Hackney,Kingston upon Thames,-0.8742413674323652
Hackney,Lambeth,0.9795610551108095
Hackney,Lewisham,0.2105900841508186
Hackney,Merton,-0.7465871634491215
Hackney,Newham,0.5170173022439254
Hackney,Redbridge,-0.9355073974961369
Hackney,Richmond upon Thames,-0.5450633578686326
Hackney,Southwark,0.9955984044706013
Hackney,Sutton,-0.9167919905767037
Hackney,Tower Hamlets,0.9556106791694203
Hackney,Waltham Forest,-0.3874818957139316
Hackney,Wandsworth,0.9799768169720336
Hackney,Westminster,0.8813509063491324
Hammersmith and Fulham,Haringey,0.1416256635074293
Hammersmith and Fulham,Harrow,-0.8901416974714568
Hammersmith and Fulham,Havering,-0.9804121901640028
Hammersmith and Fulham,Hillingdon,-0.9498160757277881
Hammersmith and Fulham,Hounslow,-0.979622106127919
Hammersmith and Fulham,Islington,0.9556006022568314
Hammersmith and Fulham,Kensington and Chelsea,0.9309530388087629
Hammersmith and Fulham,Kingston upon Thames,-0.9757793814066472
Hammersmith and Fulham,Lambeth,0.9244683855246998
Hammersmith and Fulham,Lewisham,-0.020260804015236618
Hammersmith and Fulham,Merton,-0.8943986604097178
Hammersmith and Fulham,Newham,0.5400309023025616
Hammersmith and Fulham,Redbridge,-0.9758485583279457
Hammersmith and Fulham,Richmond upon Thames,-0.6539011634130916
Hammersmith and Fulham,Southwark,0.9691917239426068
Hammersmith and Fulham,Sutton,-0.9857988101599559
Hammersmith and Fulham,Tower Hamlets,0.9897953669130845
Hammersmith and Fulham,Waltham Forest,-0.4760325885697548
Hammersmith and Fulham,Wandsworth,0.9959879095170224
Hammersmith and Fulham,Westminster,0.9701062212570787
Haringey,Harrow,-0.4520484063731152
Haringey,Havering,-0.29659789061829434
Haringey,Hillingdon,-0.3605065323962099
Haringey,Hounslow,-0.3319826865866615
Haringey,Islington,0.35392801535884255
Haringey,Kensington and Chelsea,-0.16265555796581152
Haringey,Kingston upon Thames,0.07681895011007946
Haringey,Lambeth,0.447286225187594
Haringey,Lewisham,0.7766247707820354
Haringey,Merton,0.2715552388693258
Haringey,Newham,0.03719050483272543
Haringey,Redbridge,-0.1458006026666409
Haringey,Richmond upon Thames,0.22441907151927587
Haringey,Southwark,0.37135229382454965
Haringey,Sutton,-0.04477718456695155
Haringey,Tower Hamlets,0.16797942059341972
Haringey,Waltham Forest,0.1381861488993218
Haringey,Wandsworth,0.2264164339647074
Haringey,Westminster,-0.027213343762005893
Harrow,Havering,0.888721580141533
Harrow,Hillingdon,0.9880051486604386
Harrow,Hounslow,0.9511705218815251
Harrow,Islington,-0.9847893316424947
Harrow,Kensington and Chelsea,-0.7973947749202815
Harrow,Kingston upon Thames,0.8052528634860815
Harrow,Lambeth,-0.8626585237018591
Harrow,Lewisham,-0.04722076275919605
Harrow,Merton,0.6020916622392566
Harrow,Newham,-0.20283188540112482
Harrow,Redbridge,0.9399332141703701
Harrow,Richmond upon Thames,0.2607032332813143
Harrow,Southwark,-0.962291713330031
Harrow,Sutton,0.8893945770047493
Harrow,Tower Hamlets,-0.9343079666700816
Harrow,Waltham Forest,0.624502316951278
Harrow,Wandsworth,-0.907427059448024
Harrow,Westminster,-0.8644505690348475
Havering,Hillingdon,0.9428356006763833
Havering,Hounslow,0.9860705680951279
Havering,Islington,-0.9494856705041521
Havering,Kensington and Chelsea,-0.8408045655576375
Havering,Kingston upon Thames,0.9190418982824952
Havering,Lambeth,-0.9813522109951112
Havering,Lewisham,-0.17692697375283903
Havering,Merton,0.8354051486402357
Havering,Newham,-0.6204421971631825
Havering,Redbridge,0.9326861325257884
Havering,Richmond upon Thames,0.6694023116041303
Havering,Southwark,-0.9799142612903653
Havering,Sutton,0.9352578726476093
Havering,Tower Hamlets,-0.9587115564975965
Havering,Waltham Forest,0.33469452897141744
Havering,Wandsworth,-0.9929896831632175
Havering,Westminster,-0.904146043264878
Hillingdon,Hounslow,0.9851316057292222
Hillingdon,Islington,-0.9997796716194381
Hillingdon,Kensington and Chelsea,-0.8615920053619056
Hillingdon,Kingston upon Thames,0.8827905873941376
Hillingdon,Lambeth,-0.9065686278854375
Hillingdon,Lewisham,-0.028769363142652316
Hillingdon,Merton,0.7158687159704497
Hillingdon,Newham,-0.3240801092789427
Hillingdon,Redbridge,0.9753153799541716
Hillingdon,Richmond upon Thames,0.4013875362162728
Hillingdon,Southwark,-0.9892735303104574
Hillingdon,Sutton,0.9439519445919877
Hillingdon,Tower Hamlets,-0.976410087442502
Hillingdon,Waltham Forest,0.5874767071556245
Hillingdon,Wandsworth,-0.9605721120645703
Hillingdon,Westminster,-0.9212632220274475
Hounslow,Islington,-0.9884536149623175
Hounslow,Kensington and Chelsea,-0.8639115420201425
Hounslow,Kingston upon Thames,0.9147243085262385
Hounslow,Lambeth,-0.9581894489790441
Hounslow,Lewisham,-0.10475300397717537
Hounslow,Merton,0.7884042408293377
Hounslow,Newham,-0.48154787319402614
Hounslow,Redbridge,0.967777636501596
Hounslow,Richmond upon Thames,0.5456654260586861
Hounslow,Southwark,-0.9988600272724448
Hounslow,Sutton,0.9535264547133669
Hounslow,Tower Hamlets,-0.9817093331106838
Hounslow,Waltham Forest,0.4661712900306998
Hounslow,Wandsworth,-0.9913934063906592
Hounslow,Westminster,-0.9262309354395069
Islington,Kensington and Chelsea,0.8652320915506648
Islington,Kingston upon Thames,-0.8895704236549791
Islington,Lambeth,0.9134251680624828
Islington,Lewisham,0.03431541959078219
Islington,Merton,-0.7277132508770985
Islington,Newham,0.34325905586612276
Islington,Redbridge,-0.9768107301138872
Islington,Richmond upon Thames,-0.4204117339325858
Islington,Southwark,0.9918211099798119
Islington,Sutton,-0.9477850120176237
Islington,Tower Hamlets,0.9793071162273443
Islington,Waltham Forest,-0.5757645404726793
Islington,Wandsworth,0.9661376495226225
Islington,Westminster,0.924804199598452
Kensington and Chelsea,Kingston upon Thames,-0.9785321677922361
Kensington and Chelsea,Lambeth,0.7215452457741643
Kensington and Chelsea,Lewisham,-0.3835492636447379
Kensington and Chelsea,Merton,-0.9109324135337793
Kensington and Chelsea,Newham,0.3365685072786101
Kensington and Chelsea,Redbridge,-0.9524048240191014
Kensington and Chelsea,Richmond upon Thames,-0.5589127299414044
Kensington and Chelsea,Southwark,0.8465081804279078
Kensington and Chelsea,Sutton,-0.9754328359846802
Kensington and Chelsea,Tower Hamlets,0.9426742527620683
Kensington and Chelsea,Waltham Forest,-0.6858677976736206
Kensington and Chelsea,Wandsworth,0.8964982223273379
Kensington and Chelsea,Westminster,0.9900136135377056
Kingston upon Thames,Lambeth,-0.8272531275799647
Kingston upon Thames,Lewisham,0.2068344908960741
Kingston upon Thames,Merton,0.9550250260174687
Kingston upon Thames,Newham,-0.5136952183487247
Kingston upon Thames,Redbridge,0.956227327308617
Kingston upon Thames,Richmond upon Thames,0.6897871460016349
Kingston upon Thames,Southwark,-0.8961474065763673
Kingston upon Thames,Sutton,0.9863199198809507
Kingston upon Thames,Tower Hamlets,-0.963357713546577
Kingston upon Thames,Waltham Forest,0.531852755221706
Kingston upon Thames,Wandsworth,-0.9525126058985506
Kingston upon Thames,Westminster,-0.9873262651683113
Lambeth,Lewisham,0.3610043389261859
Lambeth,Merton,-0.7389307555256768
Lambeth,Newham,0.6613503417553922
Lambeth,Redbridge,-0.859203201812637
Lambeth,Richmond upon Thames,-0.6446782095489046
Lambeth,Southwark,0.9572331776798626
Lambeth,Sutton,-0.8520475604602957
Lambeth,Tower Hamlets,0.8949633135801217
Lambeth,Waltham Forest,-0.19602998121395454
Lambeth,Wandsworth,0.9532920162222632
Lambeth,Westminster,0.8069417586922893
Lewisham,Merton,0.21444485475244934
Lewisham,Newham,0.4757388497957451
Lewisham,Redbridge,0.14822588438927417
Lewisham,Richmond upon Thames,-0.15685963804168368
Lewisham,Southwark,0.12412060404911429
Lewisham,Sutton,0.18038086447248514
Lewisham,Tower Hamlets,-0.08400721937524645
Lewisham,Waltham Forest,0.6996544189086247
Lewisham,Wandsworth,0.06246365264213998
Lewisham,Westminster,-0.25948727310542286
Merton,Newham,-0.6633322638123523
Merton,Redbridge,0.8270298654134693
Merton,Richmond upon Thames,0.8476904671501821
Merton,Southwark,-0.7582443120884187
Merton,Sutton,0.8932723531186476
Merton,Tower Hamlets,-0.8466625528771233
Merton,Waltham Forest,0.34224767607881595
Merton,Wandsworth,-0.8608014205579487
Merton,Westminster,-0.8999958350700077
Newham,Redbridge,-0.34314588834834575
Newham,Richmond upon Thames,-0.9421067558496948
Newham,Southwark,0.45607956306284153
Newham,Sutton,-0.4202120777813869
Newham,Tower Hamlets,0.415957123004097
Newham,Waltham Forest,0.4531108222843219
Newham,Wandsworth,0.5545624402140649
Newham,Westminster,0.3818828734349693
Redbridge,Richmond upon Thames,0.4860071909915121
Redbridge,Southwark,-0.9626413222265164
Redbridge,Sutton,0.991365517814852
Redbridge,Tower Hamlets,-0.9966045673614049
Redbridge,Waltham Forest,0.6495016193580287
Redbridge,Wandsworth,-0.9673700629289302
Redbridge,Westminster,-0.9839901985181473
Richmond upon Thames,Southwark,-0.5107931234779607
Richmond upon Thames,Sutton,0.5807570065123874
Richmond upon Thames,Tower Hamlets,-0.5424756839009339
Richmond upon Thames,Waltham Forest,-0.2079605323709234
Richmond upon Thames,Wandsworth,-0.6400675965189735
Richmond upon Thames,Westminster,-0.5664444951650448
Southwark,Sutton,-0.9422765378196333
Southwark,Tower Hamlets,0.9755680797372842
Southwark,Waltham Forest,-0.4711332739462966
Southwark,Wandsworth,0.9840448308627653
Southwark,Westminster,0.9130772607122671
Sutton,Tower Hamlets,-0.9923166906289725
Sutton,Waltham Forest,0.6070316895502382
Sutton,Wandsworth,-0.9702818909841934
Sutton,Westminster,-0.9966390376825097
Tower Hamlets,Waltham Forest,-0.5847241402044161
Tower Hamlets,Wandsworth,0.984902193957432
Tower Hamlets,Westminster,0.9802309038890635
Waltham Forest,Wandsworth,-0.4357612917954449
Waltham Forest,Westminster,-0.6473894381654536
Wandsworth,Westminster,0.9476455034717438
